Date,Team,Team Location,Team Score,Opponent,Opponent Score,Opponent Location,Neutral Site,Team Result,Team Margin,Team Differential,Opponent Differential,Game Type
1/11/18,Jacksonville State,Home,76,Murray State,71,Away,,Win,5,6.15,13.39,Division 1
1/11/18,Iowa,Away,104,Illinois,97,Home,,Win,7,1.00,2.00,Division 1
1/11/18,Idaho State,Away,58,North Dakota,81,Home,,Loss,-23,-0.81,-5.78,Division 1
1/11/18,Murray State,Away,71,Jacksonville State,76,Home,,Loss,-5,13.39,6.15,Division 1
1/11/18,Western Kentucky,Away,75,Old Dominion,68,Home,,Win,7,8.26,10.53,Division 1
1/11/18,Southern Illinois-Edwardsville,Home,61,Belmont,76,Away,,Loss,-15,-8.52,8.42,Division 1
1/11/18,Belmont,Away,76,Southern Illinois-Edwardsville,61,Home,,Win,15,8.42,-8.52,Division 1
1/11/18,Tennessee-Martin,Home,70,Eastern Kentucky,78,Away,,Loss,-8,-3.81,-4.55,Division 1
1/11/18,Eastern Kentucky,Away,78,Tennessee-Martin,70,Home,,Win,8,-4.55,-3.81,Division 1
1/11/18,South Dakota State,Home,78,Oral Roberts,75,Away,,Win,3,10.79,-5.39,Division 1
1/11/18,Oral Roberts,Away,75,South Dakota State,78,Home,,Loss,-3,-5.39,10.79,Division 1
1/11/18,Southeast Missouri State,Home,78,Morehead State,75,Away,,Win,3,-1.87,-5.55,Division 1
1/11/18,Morehead State,Away,75,Southeast Missouri State,78,Home,,Loss,-3,-5.55,-1.87,Division 1
1/11/18,Middle Tennessee,Home,72,Louisiana Tech,57,Away,,Win,15,9.03,4.15,Division 1
1/11/18,Montana,Away,78,Sacramento State,66,Home,,Win,12,9.39,-6.28,Division 1
1/11/18,San Diego,Away,70,Pacific,74,Home,,Loss,-4,3.65,-1.13,Division 1
1/11/18,Chicago State,Away,64,Seattle,67,Home,,Loss,-3,-18.28,3.73,Division 1
1/11/18,Sacramento State,Home,66,Montana,78,Away,,Loss,-12,-6.28,9.39,Division 1
1/11/18,Loyola Marymount,Home,67,San Francisco,65,Away,,Win,2,-4.61,0.21,Division 1
1/11/18,UC-Riverside,Home,65,UC-Davis,75,Away,,Loss,-10,-4.48,4.91,Division 1
1/11/18,Pacific,Home,74,San Diego,70,Away,,Win,4,-1.13,3.65,Division 1
1/11/18,San Francisco,Away,65,Loyola Marymount,67,Home,,Loss,-2,0.21,-4.61,Division 1
1/11/18,Seattle,Home,67,Chicago State,64,Away,,Win,3,3.73,-18.28,Division 1
1/11/18,Utah,Away,64,UCLA,83,Home,,Loss,-19,4.77,5.59,Division 1
1/11/18,UCLA,Home,83,Utah,64,Away,,Win,19,5.59,4.77,Division 1
1/11/18,Washington,Home,66,University of California,56,Away,,Win,10,1.72,-9.91,Division 1
1/11/18,University of California,Away,56,Washington,66,Home,,Loss,-10,-9.91,1.72,Division 1
1/11/18,Portland State,Home,93,Montana State,74,Away,,Win,19,6.12,-2.81,Division 1
1/11/18,Montana State,Away,74,Portland State,93,Home,,Loss,-19,-2.81,6.12,Division 1
1/11/18,Santa Clara,Home,57,Saint Mary's (CA),81,Away,,Loss,-24,-5.68,12.48,Division 1
1/11/18,Saint Mary's (CA),Away,81,Santa Clara,57,Home,,Win,24,12.48,-5.68,Division 1
1/11/18,Texas-El Paso,Home,66,Florida Atlantic,73,Away,,Loss,-7,-3.32,-0.55,Division 1
1/11/18,Florida Atlantic,Away,73,Texas-El Paso,66,Home,,Win,7,-0.55,-3.32,Division 1
1/11/18,Utah Valley,Home,95,Missouri-Kansas City,59,Away,,Win,36,10.31,-6.13,Division 1
1/11/18,Missouri-Kansas City,Away,59,Utah Valley,95,Home,,Loss,-36,-6.13,10.31,Division 1
1/11/18,North Carolina State,Home,78,Clemson,77,Away,,Win,1,7.09,7.48,Division 1
1/11/18,Clemson,Away,77,North Carolina State,78,Home,,Loss,-1,7.48,7.09,Division 1
1/11/18,Weber State,Away,78,Northern Colorado,74,Home,,Win,4,7.71,7.65,Division 1
1/11/18,Northern Colorado,Home,74,Weber State,78,Away,,Loss,-4,7.65,7.71,Division 1
1/11/18,Stanford,Away,79,Washington State,70,Home,,Win,9,1.09,-4.55,Division 1
1/11/18,Cal State Fullerton,Away,67,UC-Irvine,64,Home,,Win,3,3.19,2.57,Division 1
1/11/18,Texas-Rio Grande Valley,Away,87,Cal State Bakersfield,74,Home,,Win,13,-2.84,-2.90,Division 1
1/11/18,UC-Davis,Away,75,UC-Riverside,65,Home,,Win,10,4.91,-4.48,Division 1
1/11/18,UC-Irvine,Home,64,Cal State Fullerton,67,Away,,Loss,-3,2.57,3.19,Division 1
1/11/18,Arizona State,Home,72,Oregon,76,Away,,Loss,-4,8.19,6.09,Division 1
1/11/18,Washington State,Home,70,Stanford,79,Away,,Loss,-9,-4.55,1.09,Division 1
1/11/18,Cal State Bakersfield,Home,74,Texas-Rio Grande Valley,87,Away,,Loss,-13,-2.90,-2.84,Division 1
1/11/18,Oregon,Away,76,Arizona State,72,Home,,Win,4,6.09,8.19,Division 1
1/11/18,East Tennessee State,Home,68,North Carolina-Greensboro,58,Away,,Win,10,9.57,11.09,Division 1
1/11/18,Drexel,Away,66,Delaware,72,Home,,Loss,-6,-4.15,-2.73,Division 1
1/11/18,Eastern Illinois,Home,65,Tennessee State,69,Away,,Loss,-4,-1.47,-0.43,Division 1
1/11/18,North Carolina-Greensboro,Away,58,East Tennessee State,68,Home,,Loss,-10,11.09,9.57,Division 1
1/11/18,College of Charleston,Home,82,Northeastern,66,Away,,Win,16,6.33,6.12,Division 1
1/11/18,Georgia Southern,Away,77,Coastal Carolina,66,Home,,Win,11,5.73,1.78,Division 1
1/11/18,Delaware,Home,72,Drexel,66,Away,,Win,6,-2.73,-4.15,Division 1
1/11/18,Northeastern,Away,66,College of Charleston,82,Home,,Loss,-16,6.12,6.33,Division 1
1/11/18,Tennessee State,Away,69,Eastern Illinois,65,Home,,Win,4,-0.43,-1.47,Division 1
1/11/18,Long Island University,Away,90,Fairleigh Dickinson,85,Home,,Win,5,1.29,-0.97,Division 1
1/11/18,Fairleigh Dickinson,Home,85,Long Island University,90,Away,,Loss,-5,-0.97,1.29,Division 1
1/11/18,South Carolina Upstate,Away,58,Florida Gulf Coast,75,Home,,Loss,-17,-9.34,10.12,Division 1
1/11/18,Florida Gulf Coast,Home,75,South Carolina Upstate,58,Away,,Win,17,10.12,-9.34,Division 1
1/11/18,North Carolina-Wilmington,Away,80,Elon,78,Home,,Win,2,-3.94,-2.84,Division 1
1/11/18,Elon,Home,78,North Carolina-Wilmington,80,Away,,Loss,-2,-2.84,-3.94,Division 1
1/11/18,Manhattan,Away,59,Fairfield,53,Home,,Win,6,-0.90,-1.30,Division 1
1/11/18,Fairfield,Home,53,Manhattan,59,Away,,Loss,-6,-1.30,-0.90,Division 1
1/11/18,Loyola (MD),Away,65,American,76,Home,,Loss,-11,-5.55,-8.58,Division 1
1/11/18,American,Home,76,Loyola (MD),65,Away,,Win,11,-8.58,-5.55,Division 1
1/11/18,Georgia State,Away,71,Appalachian State,58,Home,,Win,13,8.03,2.18,Division 1
1/11/18,Appalachian State,Home,58,Georgia State,71,Away,,Loss,-13,2.18,8.03,Division 1
1/11/18,Lafayette,Away,71,Army,81,Home,,Loss,-10,-3.23,0.61,Division 1
1/11/18,Army,Home,81,Lafayette,71,Away,,Win,10,0.61,-3.23,Division 1
1/11/18,Samford,Away,107,Citadel,91,Home,,Win,16,-4.88,-5.21,Division 1
1/11/18,Citadel,Home,91,Samford,107,Away,,Loss,-16,-5.21,-4.88,Division 1
1/11/18,Boston University,Home,72,Colgate,58,Away,,Win,14,-1.41,2.59,Division 1
1/11/18,Charlotte,Home,83,Marshall,91,Away,,Loss,-8,-8.66,5.44,Division 1
1/11/18,Lehigh,Away,65,Bucknell,78,Home,,Loss,-13,0.26,8.29,Division 1
1/11/18,Coastal Carolina,Home,66,Georgia Southern,77,Away,,Loss,-11,1.78,5.73,Division 1
1/11/18,Marshall,Away,91,Charlotte,83,Home,,Win,8,5.44,-8.66,Division 1
1/11/18,Bryant,Home,62,Wagner,71,Away,,Loss,-9,-13.31,6.66,Division 1
1/11/18,Colgate,Away,58,Boston University,72,Home,,Loss,-14,2.59,-1.41,Division 1
1/11/18,Bucknell,Home,78,Lehigh,65,Away,,Win,13,8.29,0.26,Division 1
1/11/18,Wagner,Away,71,Bryant,62,Home,,Win,9,6.66,-13.31,Division 1
1/11/18,Houston,Home,104,Tulsa,71,Away,,Win,33,12.26,2.58,Division 1
1/11/18,Stetson,Home,80,NJIT,67,Away,,Win,13,-2.63,1.70,Division 1
1/11/18,NJIT,Away,67,Stetson,80,Home,,Loss,-13,1.70,-2.63,Division 1
1/11/18,Towson,Home,73,Hofstra,76,Away,,Loss,-3,5.22,2.16,Division 1
1/11/18,Hofstra,Away,76,Towson,73,Home,,Win,3,2.16,5.22,Division 1
1/11/18,Saint Francis (PA),Away,89,Robert Morris,80,Home,,Win,9,3.93,-2.00,Division 1
1/11/18,Robert Morris,Home,80,Saint Francis (PA),89,Away,,Loss,-9,-2.00,3.93,Division 1
1/11/18,St. Francis (NY),Home,77,Central Connecticut State,60,Away,,Win,17,-3.13,-4.30,Division 1
1/11/18,Central Connecticut State,Away,60,St. Francis (NY),77,Home,,Loss,-17,-4.30,-3.13,Division 1
1/11/18,James Madison,Away,82,William & Mary,89,Home,,Loss,-7,-2.28,3.39,Division 1
1/11/18,Arkansas State,Home,67,Texas State,73,Away,,Loss,-6,-4.81,0.55,Division 1
1/11/18,Texas-Arlington,Away,65,Arkansas-Little Rock,77,Home,,Loss,-12,4.12,-6.38,Division 1
1/11/18,Illinois,Home,97,Iowa,104,Away,,Loss,-7,2.00,1.00,Division 1
1/11/18,Texas State,Away,73,Arkansas State,67,Home,,Win,6,0.55,-4.81,Division 1
1/11/18,Alabama-Birmingham,Home,86,Southern Mississippi,75,Away,,Win,11,7.06,-1.41,Division 1
1/11/18,William & Mary,Home,89,James Madison,82,Away,,Win,7,3.39,-2.28,Division 1
1/11/18,Arkansas-Little Rock,Home,77,Texas-Arlington,65,Away,,Win,12,-6.38,4.12,Division 1
1/11/18,Southern Mississippi,Away,75,Alabama-Birmingham,86,Home,,Loss,-11,-1.41,7.06,Division 1
1/11/18,Jacksonville,Home,65,Kennesaw State,58,Away,,Win,7,-2.33,-4.87,Division 1
1/11/18,South Dakota,Away,68,IPFW,58,Home,,Win,10,12.71,6.48,Division 1
1/11/18,Mount St. Mary's,Home,81,Sacred Heart,75,Away,,Win,6,0.94,-2.97,Division 1
1/11/18,Kennesaw State,Away,58,Jacksonville,65,Home,,Loss,-7,-4.87,-2.33,Division 1
1/11/18,Iona,Home,71,Siena,69,Away,,Win,2,3.70,-7.47,Division 1
1/11/18,Tulsa,Away,71,Houston,104,Home,,Loss,-33,2.58,12.26,Division 1
1/11/18,IPFW,Home,58,South Dakota,68,Away,,Loss,-10,6.48,12.71,Division 1
1/11/18,Siena,Away,69,Iona,71,Home,,Loss,-2,-7.47,3.70,Division 1
1/11/18,Sacred Heart,Away,75,Mount St. Mary's,81,Home,,Loss,-6,-2.97,0.94,Division 1
1/11/18,Wright State,Away,84,Northern Kentucky,81,Home,,Win,3,6.44,12.47,Division 1
1/11/18,Northern Kentucky,Home,81,Wright State,84,Away,,Loss,-3,12.47,6.44,Division 1
1/11/18,Ohio State,Home,91,Maryland,69,Away,,Win,22,9.13,6.19,Division 1
1/11/18,Maryland,Away,69,Ohio State,91,Home,,Loss,-22,6.19,9.13,Division 1
1/11/18,Navy,Home,61,Holy Cross,56,Away,,Win,5,2.31,-4.10,Division 1
1/11/18,Holy Cross,Away,56,Navy,61,Home,,Loss,-5,-4.10,2.31,Division 1
1/11/18,North Florida,Home,102,Lipscomb,96,Away,,Win,6,-6.21,5.06,Division 1
1/11/18,Lipscomb,Away,96,North Florida,102,Home,,Loss,-6,5.06,-6.21,Division 1
1/12/18,Penn State,Home,76,Nebraska,74,Away,,Win,2,7.71,4.00,Division 1
1/12/18,Nebraska,Away,74,Penn State,76,Home,,Loss,-2,4.00,7.71,Division 1
1/12/18,North Carolina-Asheville,Away,76,Presbyterian,56,Home,,Win,20,1.91,-4.66,Division 1
1/12/18,Quinnipiac,Away,60,Rider,78,Home,,Loss,-18,-5.06,4.13,Division 1
1/12/18,Presbyterian,Home,56,North Carolina-Asheville,76,Away,,Loss,-20,-4.66,1.91,Division 1
1/12/18,Oakland,Home,81,Cleveland State,68,Away,,Win,13,1.94,-6.33,Division 1
1/12/18,Longwood,Away,58,Liberty,51,Home,,Win,7,-10.85,7.71,Division 1
1/12/18,Liberty,Home,51,Longwood,58,Away,,Loss,-7,7.71,-10.85,Division 1
1/12/18,Monmouth,Away,77,Niagara,78,Home,,Loss,-1,-1.16,-0.09,Division 1
1/12/18,Cleveland State,Away,68,Oakland,81,Home,,Loss,-13,-6.33,1.94,Division 1
1/12/18,Niagara,Home,78,Monmouth,77,Away,,Win,1,-0.09,-1.16,Division 1
1/12/18,Columbia,Away,56,Princeton,72,Home,,Loss,-16,-0.85,0.79,Division 1
1/12/18,Pennsylvania,Home,69,Cornell,61,Away,,Win,8,7.75,-4.50,Division 1
1/12/18,Princeton,Home,72,Columbia,56,Away,,Win,16,0.79,-0.85,Division 1
1/12/18,Idaho,Away,58,Eastern Washington,51,Home,,Win,7,6.32,3.56,Division 1
1/12/18,Eastern Washington,Home,51,Idaho,58,Away,,Loss,-7,3.56,6.32,Division 1
1/12/18,Cornell,Away,61,Pennsylvania,69,Home,,Loss,-8,-4.50,7.75,Division 1
1/12/18,DePaul,Home,64,Providence,71,Away,,Loss,-7,-2.56,1.06,Division 1
1/12/18,Rider,Home,78,Quinnipiac,60,Away,,Win,18,4.13,-5.06,Division 1
1/12/18,Providence,Away,71,DePaul,64,Home,,Win,7,1.06,-2.56,Division 1
1/12/18,Milwaukee,Away,73,Illinois-Chicago,88,Home,,Loss,-15,-0.03,2.34,Division 1
1/12/18,Illinois-Chicago,Home,88,Milwaukee,73,Away,,Win,15,2.34,-0.03,Division 1
1/12/18,Saint Peter's,Away,58,Canisius,70,Home,,Loss,-12,-0.88,5.47,Division 1
1/12/18,Canisius,Home,70,Saint Peter's,58,Away,,Win,12,5.47,-0.88,Division 1
1/12/18,Charleston Southern,Home,53,Winthrop,64,Away,,Loss,-11,3.03,8.22,Division 1
1/12/18,Dayton,Home,106,Virginia Commonwealth,79,Away,,Win,27,-1.16,1.12,Division 1
1/12/18,Winthrop,Away,64,Charleston Southern,53,Home,,Win,11,8.22,3.03,Division 1
1/12/18,High Point,Away,64,Campbell,65,Home,,Loss,-1,4.43,5.16,Division 1
1/12/18,Yale,Home,78,Brown,72,Away,,Win,6,0.77,-1.96,Division 1
1/12/18,Brown,Away,72,Yale,78,Home,,Loss,-6,-1.96,0.77,Division 1
1/12/18,Butler,Home,94,Marquette,83,Away,,Win,11,6.82,2.58,Division 1
1/12/18,Campbell,Home,65,High Point,64,Away,,Win,1,5.16,4.43,Division 1
1/12/18,Marquette,Away,83,Butler,94,Home,,Loss,-11,2.58,6.82,Division 1
1/12/18,Green Bay,Away,61,IUPUI,67,Home,,Loss,-6,0.55,-4.43,Division 1
1/12/18,Hampton,Home,78,Delaware State,56,Away,,Win,22,4.12,-13.25,Division 1
1/12/18,IUPUI,Home,67,Green Bay,61,Away,,Win,6,-4.43,0.55,Division 1
1/12/18,Ohio,Away,69,Kent State,70,Home,,Loss,-1,-0.69,-0.80,Division 1
1/12/18,Kent State,Home,70,Ohio,69,Away,,Win,1,-0.80,-0.69,Division 1
1/12/18,Delaware State,Away,56,Hampton,78,Home,,Loss,-22,-13.25,4.12,Division 1
1/12/18,Detroit Mercy,Home,93,Youngstown State,91,Away,,Win,2,-7.09,-7.41,Division 1
1/12/18,Virginia Commonwealth,Away,79,Dayton,106,Home,,Loss,-27,1.12,-1.16,Division 1
1/12/18,Youngstown State,Away,91,Detroit Mercy,93,Home,,Loss,-2,-7.41,-7.09,Division 1
1/12/18,Radford,Away,54,Gardner-Webb,59,Home,,Loss,-5,2.40,-1.42,Division 1
1/12/18,Gardner-Webb,Home,59,Radford,54,Away,,Win,5,-1.42,2.40,Division 1
1/13/18,Tennessee,Home,75,Texas A&M,62,Away,,Win,13,7.82,5.73,Division 1
1/13/18,Texas A&M,Away,62,Tennessee,75,Home,,Loss,-13,5.73,7.82,Division 1
1/13/18,Illinois State,Away,70,Southern Illinois,74,Home,,Loss,-4,-1.64,0.85,Division 1
1/13/18,Southern Illinois,Home,74,Illinois State,70,Away,,Win,4,0.85,-1.64,Division 1
1/13/18,College of Charleston,Away,58,Elon,63,Home,,Loss,-5,6.33,-2.84,Division 1
1/13/18,Elon,Home,63,College of Charleston,58,Away,,Win,5,-2.84,6.33,Division 1
1/13/18,Charlotte,Home,63,Western Kentucky,73,Away,,Loss,-10,-8.66,8.26,Division 1
1/13/18,Western Kentucky,Away,73,Charlotte,63,Home,,Win,10,8.26,-8.66,Division 1
1/13/18,North Carolina,Away,69,Notre Dame,68,Home,,Win,1,8.86,5.66,Division 1
1/13/18,Notre Dame,Home,68,North Carolina,69,Away,,Loss,-1,5.66,8.86,Division 1
1/13/18,Middle Tennessee,Home,69,Southern Mississippi,49,Away,,Win,20,9.03,-1.41,Division 1
1/13/18,Southern Mississippi,Away,49,Middle Tennessee,69,Home,,Loss,-20,-1.41,9.03,Division 1
1/13/18,McNeese State,Away,71,Southeastern Louisiana,62,Home,,Win,9,-0.86,3.82,Division 1
1/13/18,Southeastern Louisiana,Home,62,McNeese State,71,Away,,Loss,-9,3.82,-0.86,Division 1
1/13/18,Maryland-Eastern Shore,Away,59,Savannah State,87,Home,,Loss,-28,-15.03,-7.41,Division 1
1/13/18,Savannah State,Home,87,Maryland-Eastern Shore,59,Away,,Win,28,-7.41,-15.03,Division 1
1/13/18,Florida Gulf Coast,Home,68,NJIT,54,Away,,Win,14,10.12,1.70,Division 1
1/13/18,Northeastern,Away,81,North Carolina-Wilmington,77,Home,,Win,4,6.12,-3.94,Division 1
1/13/18,Kennesaw State,Away,78,North Florida,85,Home,,Loss,-7,-4.87,-6.21,Division 1
1/13/18,Marist,Home,95,Fairfield,89,Away,,Win,6,-8.90,-1.30,Division 1
1/13/18,North Carolina-Wilmington,Home,77,Northeastern,81,Away,,Loss,-4,-3.94,6.12,Division 1
1/13/18,Old Dominion,Home,82,Marshall,76,Away,,Win,6,10.53,5.44,Division 1
1/13/18,Columbia,Away,71,Pennsylvania,77,Home,,Loss,-6,-0.85,7.75,Division 1
1/13/18,North Florida,Home,85,Kennesaw State,78,Away,,Win,7,-6.21,-4.87,Division 1
1/13/18,Marshall,Away,76,Old Dominion,82,Home,,Loss,-6,5.44,10.53,Division 1
1/13/18,New Mexico,Away,80,Fresno State,89,Home,,Loss,-9,4.53,8.36,Division 1
1/13/18,IPFW,Home,82,Nebraska-Omaha,78,Away,,Win,4,6.48,-6.94,Division 1
1/13/18,NJIT,Away,54,Florida Gulf Coast,68,Home,,Loss,-14,1.70,10.12,Division 1
1/13/18,Fresno State,Home,89,New Mexico,80,Away,,Win,9,8.36,4.53,Division 1
1/13/18,Siena,Away,61,Manhattan,72,Home,,Loss,-11,-7.47,-0.90,Division 1
1/13/18,Fairfield,Away,89,Marist,95,Home,,Loss,-6,-1.30,-8.90,Division 1
1/13/18,Nebraska-Omaha,Away,78,IPFW,82,Home,,Loss,-4,-6.94,6.48,Division 1
1/13/18,Manhattan,Home,72,Siena,61,Away,,Win,11,-0.90,-7.47,Division 1
1/13/18,Lipscomb,Away,69,Jacksonville,87,Home,,Loss,-18,5.06,-2.33,Division 1
1/13/18,Alcorn State,Away,77,Mississippi Valley State,63,Home,,Win,14,-4.50,-13.28,Division 1
1/13/18,Mississippi Valley State,Home,63,Alcorn State,77,Away,,Loss,-14,-13.28,-4.50,Division 1
1/13/18,Austin Peay,Away,87,Jacksonville State,67,Home,,Win,20,1.69,6.15,Division 1
1/13/18,Jacksonville State,Home,67,Austin Peay,87,Away,,Loss,-20,6.15,1.69,Division 1
1/13/18,Oklahoma State,Home,65,Texas,64,Away,,Win,1,3.38,3.52,Division 1
1/13/18,Texas,Away,64,Oklahoma State,65,Home,,Loss,-1,3.52,3.38,Division 1
1/13/18,New Orleans,Home,61,Texas A&M-Corpus Christi,55,Away,,Win,6,-0.84,-3.24,Division 1
1/13/18,Texas A&M-Corpus Christi,Away,55,New Orleans,61,Home,,Loss,-6,-3.24,-0.84,Division 1
1/13/18,Colorado State,Away,78,Wyoming,73,Home,,Win,5,-6.97,0.53,Division 1
1/13/18,Wyoming,Home,73,Colorado State,78,Away,,Loss,-5,0.53,-6.97,Division 1
1/13/18,Towson,Away,99,William & Mary,73,Home,,Win,26,5.22,3.39,Division 1
1/13/18,William & Mary,Home,73,Towson,99,Away,,Loss,-26,3.39,5.22,Division 1
1/13/18,Drake,Home,81,Evansville,65,Away,,Win,16,0.41,1.53,Division 1
1/13/18,Evansville,Away,65,Drake,81,Home,,Loss,-16,1.53,0.41,Division 1
1/13/18,Alabama-Birmingham,Home,74,Louisiana Tech,62,Away,,Win,12,7.06,4.15,Division 1
1/13/18,Louisiana Tech,Away,62,Alabama-Birmingham,74,Home,,Loss,-12,4.15,7.06,Division 1
1/13/18,Air Force,Away,78,San Jose State,71,Home,,Win,7,-3.87,-9.53,Division 1
1/13/18,Texas State,Away,72,Arkansas-Little Rock,70,Home,,Win,2,0.55,-6.38,Division 1
1/13/18,Grambling,Home,80,Prairie View,71,Away,,Win,9,-2.06,-1.47,Division 1
1/13/18,Missouri,Away,63,Arkansas,65,Home,,Loss,-2,5.30,5.17,Division 1
1/13/18,Arkansas-Little Rock,Home,70,Texas State,72,Away,,Loss,-2,-6.38,0.55,Division 1
1/13/18,Texas Southern,Away,80,Jackson State,85,Home,,Loss,-5,-2.09,-5.31,Division 1
1/13/18,Jacksonville,Home,87,Lipscomb,69,Away,,Win,18,-2.33,5.06,Division 1
1/13/18,Prairie View,Away,71,Grambling,80,Home,,Loss,-9,-1.47,-2.06,Division 1
1/13/18,Jackson State,Home,85,Texas Southern,80,Away,,Win,5,-5.31,-2.09,Division 1
1/13/18,Southeast Missouri State,Home,86,Eastern Kentucky,91,Away,,Loss,-5,-1.87,-4.55,Division 1
1/13/18,Alabama A&M,Away,67,Alabama State,70,Home,,Loss,-3,-15.94,-9.94,Division 1
1/13/18,San Jose State,Home,71,Air Force,78,Away,,Loss,-7,-9.53,-3.87,Division 1
1/13/18,Eastern Kentucky,Away,91,Southeast Missouri State,86,Home,,Win,5,-4.55,-1.87,Division 1
1/13/18,Oregon State,Away,75,Arizona State,77,Home,,Loss,-2,2.75,8.19,Division 1
1/13/18,Arkansas,Home,65,Missouri,63,Away,,Win,2,5.17,5.30,Division 1
1/13/18,Alabama State,Home,70,Alabama A&M,67,Away,,Win,3,-9.94,-15.94,Division 1
1/13/18,Arizona State,Home,77,Oregon State,75,Away,,Win,2,8.19,2.75,Division 1
1/13/18,Texas-Rio Grande Valley,Away,71,Grand Canyon,84,Home,,Loss,-13,-2.84,9.21,Division 1
1/13/18,Gonzaga,Away,75,San Francisco,65,Home,,Win,10,17.38,0.21,Division 1
1/13/18,Long Beach State,Away,75,UC-Riverside,68,Home,,Win,7,-3.06,-4.48,Division 1
1/13/18,Grand Canyon,Home,84,Texas-Rio Grande Valley,71,Away,,Win,13,9.21,-2.84,Division 1
1/13/18,Texas-El Paso,Home,72,Florida International,68,Away,,Win,4,-3.32,-0.50,Division 1
1/13/18,Chicago State,Away,58,Utah Valley,83,Home,,Loss,-25,-18.28,10.31,Division 1
1/13/18,San Francisco,Home,65,Gonzaga,75,Away,,Loss,-10,0.21,17.38,Division 1
1/13/18,Florida International,Away,68,Texas-El Paso,72,Home,,Loss,-4,-0.50,-3.32,Division 1
1/13/18,Washington,Home,64,Stanford,73,Away,,Loss,-9,1.72,1.09,Division 1
1/13/18,Oak Hills Christian,Away,45,Western Illinois,107,Home,,Loss,-62,0.00,1.00,Non Division 1
1/13/18,Tennessee Tech,Home,45,Murray State,71,Away,,Loss,-26,0.50,13.39,Division 1
1/13/18,Stanford,Away,73,Washington,64,Home,,Win,9,1.09,1.72,Division 1
1/13/18,UC-Davis,Away,70,Cal State Fullerton,85,Home,,Loss,-15,4.91,3.19,Division 1
1/13/18,UC-Riverside,Home,68,Long Beach State,75,Away,,Loss,-7,-4.48,-3.06,Division 1
1/13/18,Western Illinois,Home,107,Oak Hills Christian,45,Away,,Win,62,1.00,0.00,Non Division 1
1/13/18,Cal State Fullerton,Home,85,UC-Davis,70,Away,,Win,15,3.19,4.91,Division 1
1/13/18,Utah Valley,Home,83,Chicago State,58,Away,,Win,25,10.31,-18.28,Division 1
1/13/18,Loyola Marymount,Away,71,San Diego,75,Home,,Loss,-4,-4.61,3.65,Division 1
1/13/18,San Diego,Home,75,Loyola Marymount,71,Away,,Win,4,3.65,-4.61,Division 1
1/13/18,Montana State,Away,68,Sacramento State,87,Home,,Loss,-19,-2.81,-6.28,Division 1
1/13/18,Sacramento State,Home,87,Montana State,68,Away,,Win,19,-6.28,-2.81,Division 1
1/13/18,Colorado,Away,68,UCLA,59,Home,,Win,9,-0.94,5.59,Division 1
1/13/18,UCLA,Home,59,Colorado,68,Away,,Loss,-9,5.59,-0.94,Division 1
1/13/18,Brigham Young,Away,84,Santa Clara,50,Home,,Win,34,6.79,-5.68,Division 1
1/13/18,Santa Clara,Home,50,Brigham Young,84,Away,,Loss,-34,-5.68,6.79,Division 1
1/13/18,Cal State Bakersfield,Home,53,New Mexico State,66,Away,,Loss,-13,-2.90,12.12,Division 1
1/13/18,New Mexico State,Away,66,Cal State Bakersfield,53,Home,,Win,13,12.12,-2.90,Division 1
1/13/18,Boise State,Home,83,San Diego State,80,Away,,Win,3,9.52,9.59,Division 1
1/13/18,San Diego State,Away,80,Boise State,83,Home,,Loss,-3,9.59,9.52,Division 1
1/13/18,Pacific,Away,66,Portland,54,Home,,Win,12,-1.13,-4.72,Division 1
1/13/18,Portland,Home,54,Pacific,66,Away,,Loss,-12,-4.72,-1.13,Division 1
1/13/18,Cal State Northridge,Home,54,UC-Irvine,71,Away,,Loss,-17,-7.43,2.57,Division 1
1/13/18,UC-Irvine,Away,71,Cal State Northridge,54,Home,,Win,17,2.57,-7.43,Division 1
1/13/18,Murray State,Away,71,Tennessee Tech,45,Home,,Win,26,13.39,0.50,Division 1
1/13/18,Tennessee-Martin,Home,67,Morehead State,71,Away,,Loss,-4,-3.81,-5.55,Division 1
1/13/18,Tulsa,Home,69,Wichita State,72,Away,,Loss,-3,2.58,11.66,Division 1
1/13/18,Stephen F. Austin,Home,83,Incarnate Word,63,Away,,Win,20,13.03,-6.61,Division 1
1/13/18,Morehead State,Away,71,Tennessee-Martin,67,Home,,Win,4,-5.55,-3.81,Division 1
1/13/18,Western Carolina,Home,55,North Carolina-Greensboro,66,Away,,Loss,-11,-7.16,11.09,Division 1
1/13/18,Furman,Away,70,Wofford,79,Home,,Loss,-9,10.32,5.36,Division 1
1/13/18,Wichita State,Away,72,Tulsa,69,Home,,Win,3,11.66,2.58,Division 1
1/13/18,North Carolina-Greensboro,Away,66,Western Carolina,55,Home,,Win,11,11.09,-7.16,Division 1
1/13/18,Princeton,Home,91,Cornell,54,Away,,Win,37,0.79,-4.50,Division 1
1/13/18,Houston Baptist,Away,68,Sam Houston State,81,Home,,Loss,-13,-7.58,3.00,Division 1
1/13/18,Pennsylvania,Home,77,Columbia,71,Away,,Win,6,7.75,-0.85,Division 1
1/13/18,Cornell,Away,54,Princeton,91,Home,,Loss,-37,-4.50,0.79,Division 1
1/13/18,South Florida,Home,55,Cincinnati,78,Away,,Loss,-23,-7.31,17.06,Division 1
